"","Algoritmo","input_size","Tiempo","cte_tiempo","Memoria","cte_memoria"
"1","For",1000,"656.8001",0.6568001,"0",0
"2","For",10000,"6497.6617",0.64977,"0",0
"3","For",20000,"12996.9707",0.64985,"0",0
"4","For",30000,"19503.138",0.650103333333333,"0",0
"5","For",100000,"65030.9429",0.65030899,"0",0
"6","For",200000,"130063.4173",0.650317,"0",0
"7","For",300000,"194889.585",0.649632,"0",0
"8","For",400000,"259825.8367",0.649564468,"0",0
"9","For",500000,"325538.598",0.6510772,"0",0
