"","Algoritmo","input_size","Tiempo","cte_tiempo","Memoria","cte_memoria"
"1","CopyX2",1000,"116.2531",0.1162531,"0",0
"2","CopyX2",10000,"764.5751",0.07645751,"0",0
"3","CopyX2",20000,"1807.8768",0.090395,"0",0
"4","CopyX2",30000,"2857.366",0.0952466666666667,"0",0
"5","CopyX2",100000,"10497.0934",0.104970933,"0",0
"6","CopyX2",200000,"25353.177",0.126766,"0",0
"7","CopyX2",300000,"40224.3127",0.134081,"0",0
"8","CopyX2",400000,"55769.6332",0.139424,"0",0
"9","CopyX2",500000,"70917.64",0.1418352,"0",0
