"","Algoritmo","input_size","Tiempo","cte_tiempo","Memoria","cte_memoria"
"1","Fill",1000,"67.4187",0.0674187,"0",0
"2","Fill",10000,"1055.1358",0.10551,"0",0
"3","Fill",20000,"2117.51",0.105875,"0",0
"4","Fill",30000,"3197.2204",0.106573333333333,"0",0
"5","Fill",100000,"13061.8367",0.130618,"0",0
"6","Fill",200000,"27382.1693",0.136911,"0",0
"7","Fill",300000,"41082.913",0.136942999666667,"0",0
"8","Fill",400000,"58078.6604",0.14519675,"0",0
"9","Fill",500000,"73258.0209",0.146516,"0",0
